company_name,domain,linkedin_url,category_norm,proxy_use_case_norm,proxy_relevance,country,company_size,source_dataset
CoinAPI,coinapi.io,https://www.linkedin.com/company/coinapi,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,GB,1-10,datarade_top200
Datatorq,datatorq.io,https://www.linkedin.com/company/datatorqio,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,FR,1-10,datarade_top200
Browse AI,browse.ai,https://www.linkedin.com/company/browse-ai,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,Canada,SMB (51-200),hot_leads
Adverity,adverity.com,https://www.linkedin.com/company/myadverity,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,Austria,Large (1001-5000),hot_leads
Oncrawl,oncrawl.com,https://www.linkedin.com/company/oncrawl,SEO / SERP Data,SERP scraping / rank tracking,HIGH,France,SMB (51-200),hot_leads
Promowise,promowise.com,https://www.linkedin.com/company/promowise,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),HIGH,United States,52,Apollo_targets
Datahut,datahut.co,https://www.linkedin.com/company/datahut,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,US,11-50,datarade_top200
Global Copyright Exchange,gcx.co,https://www.linkedin.com/company/global-copyright-exchange,Social Data / Monitoring,Social scraping / monitoring,HIGH,,1-10,datarade_top200
Scrapehero,scrapehero.com,https://www.linkedin.com/company/scrape-hero,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,US,11-50,datarade_top200
Versium,versium.com,https://www.linkedin.com/company/versium-inc,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,US,11-50,datarade_top200
123fluxx,fluxx.io,https://www.linkedin.com/company/fluxx,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Formantinc,formant.io,https://www.linkedin.com/company/formantinc,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Airbyte,airbyte.com,https://www.linkedin.com/company/airbytehq,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
ICE Factor,icefactor.com,https://www.linkedin.com/company/ice-factor,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),HIGH,United States,23,Apollo_targets
Keywordcountry,keywordcountry.com,https://www.linkedin.com/company/keywordcountry,SEO / SERP Data,SERP scraping / rank tracking,HIGH,India,SMB (51-200),hot_leads
Trackier,trackier.com,https://www.linkedin.com/company/trackier,Other / Unknown,Needs validation,HIGH,India,SMB (51-200),hot_leads
Prestashop SEO Wizard Addon by Knowband,knowband.com,https://www.linkedin.com/company/knowband,SEO / SERP Data,SERP scraping / rank tracking,HIGH,India,SMB (51-200),hot_leads
AWA,awa-digital.com,https://www.linkedin.com/company/awa_138905,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),HIGH,United Kingdom,79,Apollo_targets
Watchful.ai,watchful.ai,https://www.linkedin.com/company/watchful,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
WatchMyCompetitor,watchmycompetitor.com,https://www.linkedin.com/company/watchmycompetitor-co-ltd,Other / Unknown,Needs validation,HIGH,United Kingdom,SMB (51-200),hot_leads
Ahrefs,ahrefs.com,https://www.linkedin.com/company/ahrefs,Other / Unknown,Needs validation,HIGH,Singapore,Enterprise (5000+),hot_leads
Aicompgroup,aicomp.com,https://www.linkedin.com/company/aicompgroup,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Rioseo,rioseo.com,https://www.linkedin.com/company/rioseo,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Wayvia,wayvia.com,https://www.linkedin.com/company/wayvia,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
InfoDesk,infodesk.com,https://www.linkedin.com/company/infodesk,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Improvado,improvado.io,https://www.linkedin.com/company/improvado,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
Majestic,majestic.com,https://www.linkedin.com/company/majesticseo,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United Kingdom,SMB (51-200),hot_leads
Lunio,lunio.ai,https://www.linkedin.com/company/lunio,Other / Unknown,Needs validation,HIGH,United Kingdom,SMB (51-200),hot_leads
MarketBrew,marketbrew.ai,https://www.linkedin.com/company/market-brew,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
Feedvisor,feedvisor.com,https://www.linkedin.com/company/feedvisor,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,SMB (51-200),hot_leads
Jasminedirectory,jasminedirectory.com,https://www.linkedin.com/company/jasminedirectory,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
IT-Harvest,it-harvest.com,https://www.linkedin.com/company/it-harvest,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Eversight,eversightlabs.com,https://www.linkedin.com/company/eversight,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,SMB (51-200),hot_leads
Ibbaka,ibbaka.com,https://www.linkedin.com/company/ibbaka,Other / Unknown,Needs validation,HIGH,Canada,SMB (51-200),hot_leads
Elite Site Optimizer,elitesiteoptimizer.com,https://www.linkedin.com/company/elite-site-optimizer,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
The Search Monitor,thesearchmonitor.com,https://www.linkedin.com/company/the-search-monitor,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Tracer,tracer.tech,https://www.linkedin.com/company/tracertech,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Togai,togai.com,https://www.linkedin.com/company/togai,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Transcope,transcopetruck.com,https://www.linkedin.com/company/transcope-truck-sales-inc,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
Scalenut,scalenut.com,https://www.linkedin.com/company/scalenut,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
Scraperapi,scraperapi.com,https://www.linkedin.com/company/scraperapi,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,SMB (51-200),hot_leads
Mageworx,mageworx.com,https://www.linkedin.com/company/mageworx,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
Pline by Grepsr,pline.ai,https://www.linkedin.com/company/plinebygrepsr,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
Semji,semji.com,https://www.linkedin.com/company/semji,SEO / SERP Data,SERP scraping / rank tracking,HIGH,France,SMB (51-200),hot_leads
Advertiser Perceptions,advertiserperceptions.com,https://www.linkedin.com/company/advertiser-perceptions,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,50,Apollo_targets
AnaChart,anachart.com,https://www.linkedin.com/company/anachart,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,US,1-10,datarade_top200
Factori,factori.ai,https://www.linkedin.com/company/factori-ai,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,US,11-50,datarade_top200
MedicoReach,medicoreach.com,https://www.linkedin.com/company/medicoreach,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,US,11-50,datarade_top200
Chatmeter,chatmeter.com,https://www.linkedin.com/company/chatmeter,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
Etleap,etleap.com,https://www.linkedin.com/company/etleap,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,SMB (51-200),hot_leads
Bates Smart,batessmart.com,https://www.linkedin.com/company/bates-smart,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,Australia,SMB (51-200),hot_leads
Jaaxy,jaaxy.com,https://www.linkedin.com/company/jaaxy,SEO / SERP Data,SERP scraping / rank tracking,HIGH,Canada,SMB (51-200),hot_leads
Pricemoov,pricemoov.com,https://www.linkedin.com/company/pricemoov,Other / Unknown,Needs validation,HIGH,France,SMB (51-200),hot_leads
eSearch Logix,esearchlogix.com,https://www.linkedin.com/company/esearch-logix,SEO / SERP Data,SERP scraping / rank tracking,HIGH,India,SMB (51-200),hot_leads
Advanced Pricing Logic,advancedpricinglogic.com,https://www.linkedin.com/company/advanced-pricing-logic-inc-,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
AgencyPlatform,agencyplatform.com,https://www.linkedin.com/company/agencyplatform,SEO / SERP Data,SERP scraping / rank tracking,HIGH,India,Mid-Market (201-1000),hot_leads
Geminid Systems,geminidsystems.com,https://www.linkedin.com/company/geminid-systems,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,SMB (51-200),hot_leads
TrafficGuard,trafficguard.ai,https://www.linkedin.com/company/trafficguard-hq,Other / Unknown,Needs validation,HIGH,Australia,SMB (51-200),hot_leads
TVision,tvisioninsights.com,https://www.linkedin.com/company/tvision-insights,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),HIGH,United States,80,Apollo_targets
Xpln Com,priceintelligence.net,https://www.linkedin.com/company/xpln-com,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,DE,11-50,datarade_top200
Sprout Social,sproutsocial.com,https://www.linkedin.com/company/sprout-social-inc-,Social Data / Monitoring,Social scraping / monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
The Guardian Life Insurance Of America,guardianlife.com,https://www.linkedin.com/company/the-guardian-life-insurance-company-of-america_164085,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Guideline,guideline.com,https://www.linkedin.com/company/guideline,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Forter,forter.com,https://www.linkedin.com/company/forter,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Ads,adsinc.com,https://www.linkedin.com/company/ads-inc,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Datadog,datadoghq.com,https://www.linkedin.com/company/datadog,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Socure,socure.com,https://www.linkedin.com/company/socure,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Transunion,transunion.com,https://www.linkedin.com/company/transunion,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Dynatrace,dynatrace.com,https://www.linkedin.com/company/dynatrace,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
LiveProxies,liveproxies.io,https://www.linkedin.com/company/live-proxies,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),MEDIUM,US,1-10,datarade_top200
Iinfotanks,infotanksmedia.com,https://www.linkedin.com/company/iinfotanks,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,51-200,datarade_top200
Chainofdemand,chainofdemand.co,https://www.linkedin.com/company/chainofdemand,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,HK,1-10,datarade_top200
Batchdataco,batchleads.io,https://www.linkedin.com/company/batchdataco,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,51-200,datarade_top200
datazeit,datazeit.io,https://www.linkedin.com/company/eyva-ai,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,DE,11-50,datarade_top200
AWIS Weather Services,awis.com,https://www.linkedin.com/company/awis-weather-services,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,1-10,datarade_top200
Contora Inc.,contora.ai,https://www.linkedin.com/company/muraena,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,1-10,datarade_top200
Cbonds,cbonds.com,https://www.linkedin.com/company/cbonds,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,AE,51-200,datarade_top200
Finage,finage.co.uk,https://www.linkedin.com/company/finageltd,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,GB,1-10,datarade_top200
Swashapp,swashapp.io,https://www.linkedin.com/company/swashapp,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,KE,11-50,datarade_top200
Accern,accern.com,https://www.linkedin.com/company/accern,Web Scraping / Data Extraction,Web crawling / data extraction at scale,MEDIUM,US,11-50,datarade_top200
Caeli,caeli.nl,https://www.linkedin.com/company/caeli1,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,NL,1-10,datarade_top200
Datonics,datonics.com,https://www.linkedin.com/company/datonics,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,11-50,datarade_top200
Pi Financial Services Intelligence,pifsi.com.sg,https://www.linkedin.com/company/pi-financial-services-intelligence-pi-fsi,Web Scraping / Data Extraction,Web crawling / data extraction at scale,MEDIUM,SG,1-10,datarade_top200
Wappalyzer,wappalyzer.com,https://www.linkedin.com/company/wappalyzer,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,AU,1-10,datarade_top200
Bizdatainsights,bizdatainsights.com,https://www.linkedin.com/company/bizdatainsights,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,BD,11-50,datarade_top200
1 Stop Data,1stopdata.com,https://www.linkedin.com/company/1-stop-data-ltd,Social Data / Monitoring,Social scraping / monitoring,MEDIUM,GB,11-50,datarade_top200
VisitIQ™,visitiq.io,https://www.linkedin.com/company/visitiq,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,11-50,datarade_top200
Gaus Data,gausdata.com,,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,,10000+,datarade_top200
Spaceknow,spaceknow.com,https://www.linkedin.com/company/spaceknow,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,11-50,datarade_top200
Forager.ai,forager.ai,https://www.linkedin.com/company/foragerai,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,11-50,datarade_top200
"Datos, A Semrush Company",datos.live,https://www.linkedin.com/company/datos-inc,SEO / SERP Data,SERP scraping / rank tracking,MEDIUM,US,11-50,datarade_top200
London Data Consulting,london-data-consulting.com,https://www.linkedin.com/company/london-data-consulting,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,GB,1-10,datarade_top200
Market Report Company,mrcplast.com,https://www.linkedin.com/company/mrc-market-report-company-,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,UA,51-200,datarade_top200
MT Newswires,mtnewswires.com,https://www.linkedin.com/company/mt-newswires,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,51-200,datarade_top200
RIWI,riwi.com,https://www.linkedin.com/company/riwicorp,Web Scraping / Data Extraction,Web crawling / data extraction at scale,MEDIUM,CA,11-50,datarade_top200
Intrinio,intrinio.com,https://www.linkedin.com/company/intrinio,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,11-50,datarade_top200
Sentifi,sentifi.com,,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,,10000+,datarade_top200
Televisory,televisory.com,https://www.linkedin.com/company/televisory,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,SG,11-50,datarade_top200
Mobilesquared,mobilesquared.co.uk,https://www.linkedin.com/company/mobilesquared,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,GB,1-10,datarade_top200
Immobiliare.it Insights,immobiliare.it,https://www.linkedin.com/company/immobiliare-it,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,IT,501-1000,datarade_top200
Market Inside Data,marketinsidedata.com,https://www.linkedin.com/company/market-inside-limited-uk,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,GB,11-50,datarade_top200
Airbtics,airbtics.com,https://www.linkedin.com/company/airbtics,Web Scraping / Data Extraction,Web crawling / data extraction at scale,MEDIUM,GB,1-10,datarade_top200
Forestreet,forestreet.com,https://www.linkedin.com/company/forestreet,Web Scraping / Data Extraction,Web crawling / data extraction at scale,MEDIUM,GB,11-50,datarade_top200
Kaiko,kaiko.com,https://www.linkedin.com/company/kaikodata,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,FR,51-200,datarade_top200
SetuServ,setuserv.com,https://www.linkedin.com/company/setuserv,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,11-50,datarade_top200
Cryptrata,cryptrata.com,https://www.linkedin.com/company/cryptrata,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,DE,10000+,datarade_top200
GateHouse Maritime,gatehousemaritime.com,https://www.linkedin.com/company/gatehouse-maritime,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,DK,11-50,datarade_top200
Ultroneous,ultroneous.com,https://www.linkedin.com/company/ultroneous,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,IN,11-50,datarade_top200
Thedata,thedatagroup.com,https://www.linkedin.com/company/thedata-group,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),MEDIUM,US,1-10,datarade_top200
Thomson Data,thomsondata.com,https://www.linkedin.com/company/thomson-data-llc,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,11-50,datarade_top200
Visa,visa.com,https://www.linkedin.com/company/visa,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Fis,fisglobal.com,https://www.linkedin.com/company/fis,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Fico,fico.com,https://www.linkedin.com/company/fico,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
CisionOne,cision.com,https://www.linkedin.com/company/cision,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
ID.me,id.me,https://www.linkedin.com/company/id.me,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
IDMERIT,idmerit.com,https://www.linkedin.com/company/idmerit,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Sas,sas.com,https://www.linkedin.com/company/sas,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
AlphaSense,alpha-sense.com,https://www.linkedin.com/company/alphasense,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Samba TV for Business,samba.tv,https://www.linkedin.com/company/sambatv,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Comscore,comscore.com,https://www.linkedin.com/company/comscore,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Ping Identity,pingidentity.com,https://www.linkedin.com/company/ping-identity,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Pynk,pynk.io,https://www.linkedin.com/company/pynkofficial,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,GB,11-50,datarade_top200
QUICK,quick.co.jp,https://www.linkedin.com/company/quickcorp,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,JP,51-200,datarade_top200
aKQired,akqired.com,https://www.linkedin.com/company/akqired,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,IN,1-10,datarade_top200
Kantar,kantar.com,https://www.linkedin.com/company/kantar,Other / Unknown,Needs validation,MEDIUM,United Kingdom,Enterprise (5000+),hot_leads
Entrust,entrust.com,https://www.linkedin.com/company/entrust,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Signifyd,signifyd.com,https://www.linkedin.com/company/signifyd,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Bottomline Risk Solutions,bottomline.com,https://www.linkedin.com/company/bottomline-payments,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
F5 Distributed Cloud Account Protection,f5.com,https://www.linkedin.com/company/f5,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
ACI Fraud Management for Banking,aciworldwide.com,https://www.linkedin.com/company/aci-worldwide,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
LogicMonitor,logicmonitor.com,https://www.linkedin.com/company/logicmonitor,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Bytescraper,b2bemaildatabases.com,https://www.linkedin.com/company/bytescraper,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,IN,1-10,datarade_top200
Finastra,finastra.com,https://www.linkedin.com/company/finastra,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United Kingdom,Enterprise (5000+),hot_leads
Sprinklr,sprinklr.com,https://www.linkedin.com/company/sprinklr,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Mastercard,mastercard.com,https://www.linkedin.com/company/mastercard,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
LoopMe,loopme.com,https://www.linkedin.com/company/loopme,Other / Unknown,Needs validation,MEDIUM,United Kingdom,Enterprise (5000+),hot_leads
Numerator,numerator.com,https://www.linkedin.com/company/numerator,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Meltwater,meltwater.com,https://www.linkedin.com/company/meltwater,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Worldpay,worldpay.com,https://www.linkedin.com/company/worldpay,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
GBG,gbgplc.com,https://www.linkedin.com/company/gb-group,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United Kingdom,Enterprise (5000+),hot_leads
Riskified,riskified.com,https://www.linkedin.com/company/riskified,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
Dotlas,dotlas.com,https://www.linkedin.com/company/dotlas,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,1-10,datarade_top200
Hir Infotech,hirinfotech.com,https://www.linkedin.com/company/hir-infotech,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,IN,51-200,datarade_top200
BoldData,bolddata.nl,https://www.linkedin.com/company/companydata-official,Social Data / Monitoring,Social scraping / monitoring,MEDIUM,NL,1-10,datarade_top200
Netlas.io,netlas.io,https://www.linkedin.com/company/netlas-io,Other / Unknown,Needs validation,MEDIUM,AM,1-10,datarade_top200
A2A,a2ailluminazionepubblica.eu,https://www.linkedin.com/company/a2a,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,IT,1001-5000,datarade_top200
Huq Industries,huq.io,https://www.linkedin.com/company/huq-industries,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,GB,11-50,datarade_top200
PG,myrepi.com,,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,,10000+,datarade_top200
ViralMoment,viralmoment.com,https://www.linkedin.com/company/viralmoment,Social Data / Monitoring,Social scraping / monitoring,MEDIUM,US,11-50,datarade_top200
Predsearch,predsearch.com,,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,,10000+,datarade_top200
Cryptoquote,cryptoquote.io,https://www.linkedin.com/company/cryptoquote,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,1-10,datarade_top200
Biscred,biscred.com,https://www.linkedin.com/company/biscred,Social Data / Monitoring,Social scraping / monitoring,MEDIUM,US,11-50,datarade_top200
FIDA,fidaonline.com,https://www.linkedin.com/company/fida-s-r-l-,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,IT,11-50,datarade_top200
Acxiom,acxiom.com,https://www.linkedin.com/company/acxiom,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,1001-5000,datarade_top200
"Specialists Marketing Services, Inc.",sms-inc.com,https://www.linkedin.com/company/sms-marketing-services-inc-,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,51-200,datarade_top200
Gistimpact,gistimpact.com,https://www.linkedin.com/company/gistimpact,Web Scraping / Data Extraction,Web crawling / data extraction at scale,MEDIUM,CH,201-500,datarade_top200
TAUS,taus.net,https://www.linkedin.com/company/taus,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,NL,51-200,datarade_top200
Accurate Append,accurateappend.com,https://www.linkedin.com/company/accurate-append,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,11-50,datarade_top200
FinPricing,finpricing.com,https://www.linkedin.com/company/finpricing,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,CA,1-10,datarade_top200
Decanaria,decanaria.com,https://www.linkedin.com/company/decanaria,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,1-10,datarade_top200
Edison Trends,edison.tech,https://www.linkedin.com/company/edison-software,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,US,11-50,datarade_top200
Muckrack,muckrack.com,https://www.linkedin.com/company/muckrack,Other / Unknown,Needs validation,MEDIUM,United States,Enterprise (5000+),hot_leads
Cybersource,cybersource.com,https://www.linkedin.com/company/cybersource,E-commerce / Price Intelligence,Marketplace / retail price monitoring,MEDIUM,United States,Enterprise (5000+),hot_leads
OutreachGenius,outreachgenius.ai,https://www.linkedin.com/company/outreachgenius,Web Scraping / Data Extraction,Web crawling / data extraction at scale,MEDIUM,CA,1-10,datarade_top200
Krill Technologies,krilltech.com,https://www.linkedin.com/company/krill-tech,Web Scraping / Data Extraction,Web crawling / data extraction at scale,LOW,IN,51-200,datarade_top200
Blistering Developers,blisteringdevelopers.com,https://www.linkedin.com/company/blistering-developers,Web Scraping / Data Extraction,Web crawling / data extraction at scale,LOW,,1-10,datarade_top200
RateSpot,ratespot.io,https://www.linkedin.com/company/ratespot-io,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,1-10,datarade_top200
LeadGenius,leadgenius.com,https://www.linkedin.com/company/leadgenius,Web Scraping / Data Extraction,Web crawling / data extraction at scale,LOW,US,201-500,datarade_top200
FirstRate Data,firstratedata.com,https://www.linkedin.com/company/firstrate-data,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,,10000+,datarade_top200
Capital Intelligence Ratings (CI Ratings),ciratings.com,https://www.linkedin.com/company/capital-intelligence-ci-,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,CY,11-50,datarade_top200
SpazioDati,spaziodati.eu,https://www.linkedin.com/company/spaziodati,Social Data / Monitoring,Social scraping / monitoring,LOW,IT,51-200,datarade_top200
SIGWATCH,sigwatch.com,https://www.linkedin.com/company/sigwatch,Other / Unknown,Needs validation,LOW,GB,11-50,datarade_top200
mfour,mfour.com,https://www.linkedin.com/company/mfour-data-research,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,51-200,datarade_top200
Pixta AI,pixta.ai,https://www.linkedin.com/company/pixta-ai,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,VN,1-10,datarade_top200
